1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;66;67
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1
F^7;F^7;G7;G7;Gm7;C7;A%7;D7;Gm7;A7;D7;D7;G7;G7;Gb^7;Gb^7;F^7;F^7;G7;G7;Gm7;C7;A%7;D7;Gm7;Bbm6;F^7;E7;A^7;Bbo7;Bm7;E7;A^7;Bbo7;Bm7;E7;A^7;F#m7;Bm7;E7;C^7;C#o7;Dm7;G7;Gm7;Ebm6;G7;C7;F^7;F^7;G7;G7;Gm7;C7;A%7;D7;Gm7;Bbm6;F^7;Dm7;G7;G7;Eb7;Eb7;G7;Gm7;C7;F6
I_F;I_F;V_C;V_C;II_F;V_F;II_g;V_g;I_g;V_D;V_G;V_G;V_C;V_C;I_Gb;I_Gb;I_F;I_F;V_C;V_C;II_F;V_F;II_g;V_g;II_F;V_F;I_F;V_A;I_A;VII_b;II_A;V_A;I_A;VII_b;II_A;V_A;I_A;VI_A;II_A;V_A;I_C;VII_d;II_C;V_C;II_F;V_Db;V_C;V_F;I_F;I_F;V_C;V_C;II_F;V_F;II_g;V_g;II_F;V_F;I_F;VI_F;V_C;V_C;V_F;V_F;V_C;II_F;V_F;I_F
I_F;;V_C;;V_F;;V_g;;I_g;V_D;V_G;;V_C;;I_Gb;;I_F;;V_C;;V_F;;V_g;;II_F;V_F;I_F;I_A;;V_b;II_A;V_A;I_A;V_b;II_A;V_A;I_A;II_A;;V_A;I_C;II_C;;V_C;II_F;V_G;V_C;V_F;I_F;;V_C;;V_F;;V_g;;II_F;V_F;I_F;VI_F;V_C;;V_F;;V_C;V_F;;I_F
I_F;;V_F;;;;I_g;;;V_G;;;V_C;;V_Cb;;I_F;;V_F;;;;II_F;;;V_F;I_F;I_A;;II_A;;V_A;I_A;II_A;;V_A;I_A;V_A;;;I_C;V_C;;;II_F;V_C;;V_F;I_F;;V_F;;;;II_F;;;V_F;I_F;V_C;;;V_F;;V_F;;;I_F
I_F;;V_F;;;;II_F;;;V_C;;;;;V_F;;I_F;;V_F;;;;V_F;;;;I_F;I_A;;V_A;;;I_A;V_A;;;I_A;V_A;;;I_C;V_C;;;II_F;V_F;;;I_F;;V_F;;;;V_F;;;;I_F;V_C;;;V_F;;;;;I_F
I_F;;V_F;;;;II_F;;;V_F;;;;;;;I_F;;V_F;;;;I_F;;;;;I_A;;I_A;;;;I_A;;;;V_A;;;I_C;V_C;;;V_F;;;;I_F;;V_F;;;;I_F;;;;;V_F;;;;;;;;I_F
I_F;;V_F;;;;V_F;;;;;;;;;;I_F;;I_F;;;;;;;;;I_A;;I_A;;;;;;;;V_A;;;I_C;V_F;;;;;;;I_F;;I_F;;;;;;;;;I_F;;;;;;;;
I_F;;V_F;;;;;;;;;;;;;;I_F;;I_F;;;;;;;;;I_A;;;;;;;;;;V_A;;;I_C;I_F;;;;;;;;;I_F;;;;;;;;;;;;;;;;;
I_F;;I_F;;;;;;;;;;;;;;;;I_F;;;;;;;;;(I_A,V_A);;;;;;;;;;;;;I_C;I_F;;;;;;;;;I_F;;;;;;;;;;;;;;;;;
I_F;;I_F;;;;;;;;;;;;;;;;I_F;;;;;;;;;(I_C,V_C);;;;;;;;;;;;;I_C;I_F;;;;;;;;;I_F;;;;;;;;;;;;;;;;;
I_F;;I_F;;;;;;;;;;;;;;;;;;;;;;;;;I_C;;;;;;;;;;;;;;I_F;;;;;;;;;I_F;;;;;;;;;;;;;;;;;
I_F;;;;;;;;;;;;;;;;;;;;;;;;;;;V_F;;;;;;;;;;;;;;I_F;;;;;;;;;I_F;;;;;;;;;;;;;;;;;
I_F;;;;;;;;;;;;;;;;;;;;;;;;;;;I_F;;;;;;;;;;;;;;;;;;;;;;;I_F;;;;;;;;;;;;;;;;;
I_F;;;;;;;;;;;;;;;;;;;;;;;;;;;I_F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I_F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
